cpw;3;3;5;25;46;2;6;355;3274;446;0.020179372197309416
jeffreykog;3713;1;1.0
LexManos;35;50;6;69;165;87;7;77;81;24;53;225;182;3;30;138;32;89;513;44;2;2;72;183;687;72;102;8;521;147;3567;0.010372862349313148
AbrarSyed;3713;1;1.0
yuuka-miya;3710;1;1.0
Mumfrey;3297;1;1.0
Nidan;3217;1;1.0
boq;3136;1;1.0
MAlden94;3112;1;1.0
marvin-roesch;2469;1;1.0
diesieben07;1412;980;1413;0.0014154281670205238
tterrag1098;1798;1;1.0
Barteks2x;240;1418;241;0.008298755186721992
bs2609;1655;1;1.0
ichttt;39;750;668;790;0.0037974683544303796
sammko;1145;1;1.0
TheCurle;1010;1;1.0
PaintNinja;10;398;445;409;0.007334963325183374
SizableShrimp;7;799;8;0.25
DaemonUmbra;765;1;1.0
