id;issue_id;date;creator_login;status;closed_at;merged;merged_at;number
1497649220;1876055437;2023-08-31 18:17:49;PaintNinja;open;NA;False;NA;4
942963508;1243423445;2022-05-20 17:16:27;marchermans;closed;2022-05-20 17:19:52;True;2022-05-20 17:19:52;1
